Date_Time_UTC,0.00001,0.0001,0.001,0.01,0.1,1,10,100,1000,10000,100000,1000000,0.00001_BTC_total,0.0001_BTC_total,0.001_BTC_total,0.01_BTC_total,0.1_BTC_total,1_BTC_total,10_BTC_total,100_BTC_total,1000_BTC_total,10000_BTC_total,100000_BTC_total,1000000_BTC_total,USD_0.00001_BTC,USD_0.0001_BTC,USD_0.001_BTC,USD_0.01_BTC,USD_0.1_BTC,USD_1_BTC,USD_10_BTC,USD_100_BTC,USD_1000_BTC,USD_10000_BTC,USD_100000_BTC,USD_1000000_BTC
2024-11-30 00:00:00 UTC+0000,,,,,,,,,,,,,,,320293,,,1079959,2099222,4304564,4290311,4699308,2345322,647934,,,,,,,,,,,,
2024-12-01 00:00:00 UTC+0000,,,,,,,,,,,,,,,320290,,,1079746,2098786,4304851,4292400,4697438,2345946,647934,,,,,,,,,,,,
2024-12-02 00:00:00 UTC+0000,,,,,,,,,,,,,,,320170,,,1079483,2097720,4305152,4307950,4697374,2332033,647934,,,,,,,,,,,,
2024-12-03 00:00:00 UTC+0000,,,,,,,,,,,,,,,320038,,,1079022,2097055,4306061,4309540,4692162,2336500,647934,,,,,,,,,,,,
2024-12-04 00:00:00 UTC+0000,,,,,,,,,,,,,,,319950,,,1078623,2096818,4307900,4314587,4695607,2327334,647934,,,,,,,,,,,,
2024-12-05 00:00:00 UTC+0000,,,,,,,,,,,,,,,319800,,,1077955,2093698,4305657,4335037,4696188,2312977,647934,,,,,,,,,,,,
2024-12-06 00:00:00 UTC+0000,,,,,,,,,,,,,,,319650,,,1077552,2092459,4306129,4366946,4665946,2313044,647934,,,,,,,,,,,,
2024-12-07 00:00:00 UTC+0000,,,,,,,,,,,,,,,319225,,,1076762,2092028,4304764,4362171,4669229,2317993,647934,,,,,,,,,,,,
2024-12-08 00:00:00 UTC+0000,,,,,,,,,,,,,,,319039,,,1076365,2091802,4304318,4361482,4670619,2319002,647934,,,,,,,,,,,,
2024-12-09 00:00:00 UTC+0000,,,,,,,,,,,,,,,318509,,,1076031,2090697,4305354,4359048,4664919,2328596,647934,,,,,,,,,,,,
2024-12-10 00:00:00 UTC+0000,,,,,,,,,,,,,,,318464,,,1075883,2090580,4304647,4354862,4659813,2339357,647934,,,,,,,,,,,,
2024-12-11 00:00:00 UTC+0000,,,,,,,,,,,,,,,318420,,,1075568,2090361,4305059,4361321,4654431,2338115,648734,,,,,,,,,,,,
2024-12-12 00:00:00 UTC+0000,,,,,,,,,,,,,,,318080,,,1073957,2089859,4303351,4356683,4694573,2307224,648734,,,,,,,,,,,,
2024-12-13 00:00:00 UTC+0000,,,,,,,,,,,,,,,318129,,,1073792,2089188,4303667,4360907,4706526,2292040,648734,,,,,,,,,,,,
2024-12-14 00:00:00 UTC+0000,,,,,,,,,,,,,,,318178,,,1073749,2088873,4306065,4359219,4698758,2299926,648734,,,,,,,,,,,,
2024-12-15 00:00:00 UTC+0000,,,,,,,,,,,,,,,318245,,,1073633,2088966,4305282,4360728,4696239,2302091,648734,,,,,,,,,,,,
2024-12-16 00:00:00 UTC+0000,,,,,,,,,,,,,,,318212,,,1073364,2088957,4307108,4370397,4700464,2287117,648734,,,,,,,,,,,,
2024-12-17 00:00:00 UTC+0000,,,,,,,,,,,,,,,318136,,,1073267,2088344,4299719,4439642,4635340,2291626,648734,,,,,,,,,,,,
2024-12-18 00:00:00 UTC+0000,,,,,,,,,,,,,,,317878,,,1072730,2087785,4299440,4451357,4625307,2292037,648734,,,,,,,,,,,,
2024-12-19 00:00:00 UTC+0000,,,,,,,,,,,,,,,317678,,,1072873,2087588,4300826,4474584,4595665,2297761,648734,,,,,,,,,,,,
2024-12-20 00:00:00 UTC+0000,,,,,,,,,,,,,,,316956,,,1072743,2087496,4300531,4471398,4605583,2293752,647734,,,,,,,,,,,,
2024-12-21 00:00:00 UTC+0000,,,,,,,,,,,,,,,316692,,,1072806,2087396,4300264,4469109,4609801,2292832,647734,,,,,,,,,,,,
2024-12-22 00:00:00 UTC+0000,,,,,,,,,,,,,,,316274,,,1072699,2086725,4299392,4468028,4612468,2293797,647734,,,,,,,,,,,,
2024-12-23 00:00:00 UTC+0000,,,,,,,,,,,,,,,316010,,,1072468,2086318,4300832,4466578,4608982,2298633,647734,,,,,,,,,,,,
2024-12-24 00:00:00 UTC+0000,,,,,,,,,,,,,,,315928,,,1072449,2086589,4301632,4470010,4579621,2323993,647734,,,,,,,,,,,,
2024-12-25 00:00:00 UTC+0000,,,,,,,,,,,,,,,315349,,,1072216,2086741,4301593,4469470,4580268,2325090,647734,,,,,,,,,,,,
2024-12-26 00:00:00 UTC+0000,,,,,,,,,,,,,,,315098,,,1072044,2086945,4303747,4463410,4589541,2320324,647734,,,,,,,,,,,,
2024-12-27 00:00:00 UTC+0000,,,,,,,,,,,,,,,314593,,,1071754,2087080,4302965,4470322,4584116,2320779,647734,,,,,,,,,,,,
2024-12-28 00:00:00 UTC+0000,,,,,,,,,,,,,,,314572,,,1071971,2087279,4303932,4467582,4587312,2319410,647734,,,,,,,,,,,,
2024-12-29 00:00:00 UTC+0000,,,,,,,,,,,,,,,314536,,,1072243,2087930,4304409,4470678,4584962,2317815,647734,,,,,,,,,,,,
2024-12-30 00:00:00 UTC+0000,,,,,,,,,,,,,,,314422,,,1072256,2089223,4306702,4453594,4597838,2318984,647734,,,,,,,,,,,,
2024-12-31 00:00:00 UTC+0000,,,,,,,,,,,,,,,314461,,,1072376,2088886,4304623,4456723,4611720,2304670,647734,,,,,,,,,,,,
2025-01-01 00:00:00 UTC+0000,,,,,,,,,,,,,,,314419,,,1072515,2089508,4305560,4463435,4601896,2306540,647734,,,,,,,,,,,,
2025-01-02 00:00:00 UTC+0000,,,,,,,,,,,,,,,314393,,,1072522,2089328,4304988,4463341,4604508,2305328,647734,,,,,,,,,,,,
2025-01-03 00:00:00 UTC+0000,,,,,,,,,,,,,,,314509,,,1072459,2089957,4305686,4463534,4605221,2303488,647734,,,,,,,,,,,,
2025-01-04 00:00:00 UTC+0000,,,,,,,,,,,,,,,314578,,,1072500,2090251,4305303,4462625,4606274,2303799,647734,,,,,,,,,,,,
2025-01-05 00:00:00 UTC+0000,,,,,,,,,,,,,,,314569,,,1072606,2090525,4305696,4461449,4608377,2302591,647734,,,,,,,,,,,,
2025-01-06 00:00:00 UTC+0000,,,,,,,,,,,,,,,314767,,,1072725,2089895,4306620,4465324,4606593,2300294,647734,,,,,,,,,,,,
2025-01-07 00:00:00 UTC+0000,,,,,,,,,,,,,,,314787,,,1072729,2090178,4304714,4471495,4606188,2296555,647734,,,,,,,,,,,,
2025-01-08 00:00:00 UTC+0000,,,,,,,,,,,,,,,314768,,,1072618,2089750,4307767,4464290,4609141,2298704,647734,,,,,,,,,,,,
2025-01-09 00:00:00 UTC+0000,,,,,,,,,,,,,,,314859,,,1072748,2089737,4308320,4468165,4605274,2298390,647734,,,,,,,,,,,,
2025-01-10 00:00:00 UTC+0000,,,,,,,,,,,,,,,314946,,,1073035,2090495,4307954,4466036,4620781,2284686,647734,,,,,,,,,,,,
2025-01-11 00:00:00 UTC+0000,,,,,,,,,,,,,,,314914,,,1073014,2090713,4307034,4472368,4601425,2298924,647734,,,,,,,,,,,,
2025-01-12 00:00:00 UTC+0000,,,,,,,,,,,,,,,314914,,,1073084,2091062,4308565,4472390,4594938,2303952,647734,,,,,,,,,,,,
2025-01-13 00:00:00 UTC+0000,,,,,,,,,,,,,,,314995,,,1073202,2091276,4309631,4469136,4596354,2304718,647734,,,,,,,,,,,,
2025-01-14 00:00:00 UTC+0000,,,,,,,,,,,,,,,314872,,,1073053,2091071,4310748,4467839,4602806,2299410,647734,,,,,,,,,,,,
2025-01-15 00:00:00 UTC+0000,,,,,,,,,,,,,,,314958,,,1073093,2090854,4311137,4469510,4600899,2299789,647734,,,,,,,,,,,,
2025-01-16 00:00:00 UTC+0000,,,,,,,,,,,,,,,314972,,,1073123,2091391,4310077,4470708,4614033,2286324,647734,,,,,,,,,,,,
2025-01-17 00:00:00 UTC+0000,,,,,,,,,,,,,,,314989,,,1072795,2090184,4310143,4482439,4622078,2268456,647734,,,,,,,,,,,,
2025-01-18 00:00:00 UTC+0000,,,,,,,,,,,,,,,315126,,,1072547,2089889,4309824,4482373,4622731,2269022,647734,,,,,,,,,,,,
2025-01-19 00:00:00 UTC+0000,,,,,,,,,,,,,,,315017,,,1072178,2089951,4307727,4476269,4628933,2271905,647734,,,,,,,,,,,,
2025-01-20 00:00:00 UTC+0000,,,,,,,,,,,,,,,315132,,,1072129,2088684,4305941,4479906,4629887,2270762,647734,,,,,,,,,,,,
2025-01-21 00:00:00 UTC+0000,,,,,,,,,,,,,,,315114,,,1071598,2088381,4303986,4485885,4638502,2259413,647734,,,,,,,,,,,,
2025-01-22 00:00:00 UTC+0000,,,,,,,,,,,,,,,315151,,,1071259,2087977,4303985,4493306,4632254,2259386,647734,,,,,,,,,,,,
2025-01-23 00:00:00 UTC+0000,,,,,,,,,,,,,,,315296,,,1071326,2086254,4302015,4524128,4595546,2269200,647734,,,,,,,,,,,,
2025-01-24 00:00:00 UTC+0000,,,,,,,,,,,,,,,315286,,,1071070,2085703,4306592,4533067,4583914,2268585,647734,,,,,,,,,,,,
2025-01-25 00:00:00 UTC+0000,,,,,,,,,,,,,,,315381,,,1071062,2085747,4311047,4535249,4575504,2270594,647734,,,,,,,,,,,,
2025-01-26 00:00:00 UTC+0000,,,,,,,,,,,,,,,315343,,,1071131,2085810,4311908,4534254,4576624,2269970,647734,,,,,,,,,,,,
2025-01-27 00:00:00 UTC+0000,,,,,,,,,,,,,,,315386,,,1071296,2085264,4313783,4536762,4573899,2269118,647734,,,,,,,,,,,,
2025-01-28 00:00:00 UTC+0000,,,,,,,,,,,,,,,315478,,,1071431,2084934,4318509,4541394,4568658,2265563,647734,,,,,,,,,,,,
2025-01-29 00:00:00 UTC+0000,,,,,,,,,,,,,,,315440,,,1071375,2085008,4319089,4542006,4566266,2267266,647734,,,,,,,,,,,,
2025-01-30 00:00:00 UTC+0000,,,,,,,,,,,,,,,315530,,,1071339,2084654,4318383,4544495,4566857,2265646,647734,,,,,,,,,,,,
2025-01-31 00:00:00 UTC+0000,,,,,,,,,,,,,,,315645,,,1071415,2085064,4317777,4545810,4566255,2265365,647734,,,,,,,,,,,,
2025-02-01 00:00:00 UTC+0000,,,,,,,,,,,,,,,315600,,,1071555,2085318,4318432,4544079,4566822,2266072,647734,,,,,,,,,,,,
2025-02-02 00:00:00 UTC+0000,,,,,,,,,,,,,,,315435,,,1071590,2085750,4318548,4546098,4566449,2264561,647734,,,,,,,,,,,,
2025-02-03 00:00:00 UTC+0000,,,,,,,,,,,,,,,315292,,,1070977,2083835,4316643,4519576,4595091,2267488,647734,,,,,,,,,,,,
2025-02-04 00:00:00 UTC+0000,,,,,,,,,,,,,,,315200,,,1071011,2084121,4319177,4558853,4538347,2282616,647734,,,,,,,,,,,,
2025-02-05 00:00:00 UTC+0000,,,,,,,,,,,,,,,315164,,,1071141,2083796,4321757,4592475,4519976,2265443,647734,,,,,,,,,,,,
2025-02-06 00:00:00 UTC+0000,,,,,,,,,,,,,,,315172,,,1071205,2084057,4322350,4586548,4516700,2274174,647734,,,,,,,,,,,,
2025-02-07 00:00:00 UTC+0000,,,,,,,,,,,,,,,315050,,,1071266,2084201,4323696,4589965,4511092,2275477,647734,,,,,,,,,,,,
2025-02-08 00:00:00 UTC+0000,,,,,,,,,,,,,,,315058,,,1071445,2084071,4326334,4592091,4506404,2275867,647734,,,,,,,,,,,,
2025-02-09 00:00:00 UTC+0000,,,,,,,,,,,,,,,315010,,,1071450,2084132,4324934,4591297,4508252,2276644,647734,,,,,,,,,,,,
2025-02-10 00:00:00 UTC+0000,,,,,,,,,,,,,,,315036,,,1071607,2084586,4324896,4593298,4511886,2270814,647734,,,,,,,,,,,,
2025-02-11 00:00:00 UTC+0000,,,,,,,,,,,,,,,314967,,,1071626,2084857,4323931,4590809,4507391,2278953,647734,,,,,,,,,,,,
2025-02-12 00:00:00 UTC+0000,,,,,,,,,,,,,,,314962,,,1071639,2084887,4321606,4593164,4504087,2282591,647734,,,,,,,,,,,,
2025-02-13 00:00:00 UTC+0000,,,,,,,,,,,,,,,314934,,,1071655,2085016,4320010,4592655,4505045,2284104,647734,,,,,,,,,,,,
2025-02-14 00:00:00 UTC+0000,,,,,,,,,,,,,,,314873,,,1071793,2085318,4318540,4598481,4504550,2280348,647734,,,,,,,,,,,,
2025-02-15 00:00:00 UTC+0000,,,,,,,,,,,,,,,314923,,,1072005,2085345,4317529,4600227,4503866,2280505,647734,,,,,,,,,,,,
2025-02-16 00:00:00 UTC+0000,,,,,,,,,,,,,,,314961,,,1072220,2085440,4319252,4601241,4503445,2278287,647734,,,,,,,,,,,,
2025-02-17 00:00:00 UTC+0000,,,,,,,,,,,,,,,315034,,,1072274,2085110,4319809,4600181,4503984,2278899,647734,,,,,,,,,,,,
2025-02-18 00:00:00 UTC+0000,,,,,,,,,,,,,,,315014,,,1072086,2084513,4321759,4598919,4513880,2269561,647734,,,,,,,,,,,,
2025-02-19 00:00:00 UTC+0000,,,,,,,,,,,,,,,315199,,,1072204,2084476,4322290,4596316,4515989,2269637,647734,,,,,,,,,,,,
2025-02-20 00:00:00 UTC+0000,,,,,,,,,,,,,,,315314,,,1072207,2084090,4321203,4604735,4511596,2260339,654768,,,,,,,,,,,,
2025-02-21 00:00:00 UTC+0000,,,,,,,,,,,,,,,315425,,,1072593,2083878,4317094,4601371,4527927,2251625,654768,,,,,,,,,,,,
2025-02-22 00:00:00 UTC+0000,,,,,,,,,,,,,,,315661,,,1073308,2086739,4320575,4600390,4528006,2245663,654768,,,,,,,,,,,,
2025-02-23 00:00:00 UTC+0000,,,,,,,,,,,,,,,315890,,,1073733,2087930,4321383,4599944,4525878,2245989,654768,,,,,,,,,,,,
2025-02-24 00:00:00 UTC+0000,,,,,,,,,,,,,,,316038,,,1074059,2088697,4328674,4596312,4521049,2246324,654768,,,,,,,,,,,,
2025-02-25 00:00:00 UTC+0000,,,,,,,,,,,,,,,316183,,,1073797,2089430,4325720,4604348,4507852,2245996,663047,,,,,,,,,,,,
2025-02-26 00:00:00 UTC+0000,,,,,,,,,,,,,,,316223,,,1073756,2090678,4327165,4608294,4494710,2252996,663047,,,,,,,,,,,,
2025-02-27 00:00:00 UTC+0000,,,,,,,,,,,,,,,315927,,,1073591,2091924,4326603,4609109,4497196,2249952,663047,,,,,,,,,,,,
2025-02-28 00:00:00 UTC+0000,,,,,,,,,,,,,,,316029,,,1072983,2091940,4323619,4612200,4487802,2260221,663047,,,,,,,,,,,,
2025-03-01 00:00:00 UTC+0000,,,,,,,,,,,,,,,316087,,,1072981,2093523,4324344,4606405,4493891,2257980,663047,,,,,,,,,,,,
2025-03-02 00:00:00 UTC+0000,,,,,,,,,,,,,,,316251,,,1073410,2096225,4323977,4608892,4491794,2255094,663047,,,,,,,,,,,,
2025-03-03 00:00:00 UTC+0000,,,,,,,,,,,,,,,316248,,,1073393,2097568,4325942,4599464,4495438,2258036,663047,,,,,,,,,,,,
2025-03-04 00:00:00 UTC+0000,,,,,,,,,,,,,,,316326,,,1073506,2097942,4323628,4600831,4493039,2261261,663047,,,,,,,,,,,,
2025-03-05 00:00:00 UTC+0000,,,,,,,,,,,,,,,316410,,,1073561,2097227,4324170,4606425,4489213,2259951,663047,,,,,,,,,,,,
2025-03-06 00:00:00 UTC+0000,,,,,,,,,,,,,,,316462,,,1072886,2097443,4322497,4601915,4483920,2272343,663047,,,,,,,,,,,,
2025-03-07 00:00:00 UTC+0000,,,,,,,,,,,,,,,316389,,,1072702,2096948,4320296,4590706,4498103,2272773,663047,,,,,,,,,,,,
2025-03-08 00:00:00 UTC+0000,,,,,,,,,,,,,,,316213,,,1072617,2096910,4322239,4589938,4496018,2274451,663047,,,,,,,,,,,,
2025-03-09 00:00:00 UTC+0000,,,,,,,,,,,,,,,316198,,,1072694,2097220,4322270,4587078,4496838,2276582,663047,,,,,,,,,,,,
2025-03-10 00:00:00 UTC+0000,,,,,,,,,,,,,,,316303,,,1072757,2097272,4321770,4587272,4495592,2270378,671047,,,,,,,,,,,,
2025-03-11 00:00:00 UTC+0000,,,,,,,,,,,,,,,316530,,,1072929,2097076,4320282,4582643,4508483,2263836,671047,,,,,,,,,,,,
2025-03-12 00:00:00 UTC+0000,,,,,,,,,,,,,,,316652,,,1073290,2097502,4319921,4578885,4495151,2280862,671047,,,,,,,,,,,,
2025-03-13 00:00:00 UTC+0000,,,,,,,,,,,,,,,316876,,,1073530,2097739,4317467,4553700,4522372,2281050,671047,,,,,,,,,,,,
2025-03-14 00:00:00 UTC+0000,,,,,,,,,,,,,,,316586,,,1072910,2096904,4315214,4560123,4518538,2282918,671047,,,,,,,,,,,,
2025-03-15 00:00:00 UTC+0000,,,,,,,,,,,,,,,316638,,,1073111,2096920,4314058,4560675,4519429,2282762,671047,,,,,,,,,,,,
2025-03-16 00:00:00 UTC+0000,,,,,,,,,,,,,,,316625,,,1073107,2097029,4313065,4557548,4524098,2282602,671047,,,,,,,,,,,,
2025-03-17 00:00:00 UTC+0000,,,,,,,,,,,,,,,316512,,,1072943,2096791,4314187,4561236,4518533,2284303,671047,,,,,,,,,,,,
2025-03-18 00:00:00 UTC+0000,,,,,,,,,,,,,,,316573,,,1072973,2097084,4313885,4556415,4523405,2284596,671047,,,,,,,,,,,,
2025-03-19 00:00:00 UTC+0000,,,,,,,,,,,,,,,316495,,,1072965,2097419,4313135,4559969,4522024,2283394,671047,,,,,,,,,,,,
2025-03-20 00:00:00 UTC+0000,,,,,,,,,,,,,,,316513,,,1073139,2097429,4313484,4565987,4518368,2280935,671047,,,,,,,,,,,,
2025-03-21 00:00:00 UTC+0000,,,,,,,,,,,,,,,316395,,,1073207,2097481,4313243,4565993,4517881,2282102,671047,,,,,,,,,,,,
2025-03-22 00:00:00 UTC+0000,,,,,,,,,,,,,,,316434,,,1073412,2097243,4312482,4566623,4518194,2282389,671047,,,,,,,,,,,,
2025-03-23 00:00:00 UTC+0000,,,,,,,,,,,,,,,316312,,,1073464,2097695,4312442,4567242,4518391,2281686,671047,,,,,,,,,,,,
2025-03-24 00:00:00 UTC+0000,,,,,,,,,,,,,,,316148,,,1073490,2096736,4312881,4574901,4527855,2265735,671047,,,,,,,,,,,,
2025-03-25 00:00:00 UTC+0000,,,,,,,,,,,,,,,316093,,,1073549,2096637,4311805,4574342,4540994,2254788,671047,,,,,,,,,,,,
2025-03-26 00:00:00 UTC+0000,,,,,,,,,,,,,,,316134,,,1073520,2096221,4314334,4574779,4547136,2246556,671047,,,,,,,,,,,,
2025-03-27 00:00:00 UTC+0000,,,,,,,,,,,,,,,316097,,,1073549,2096246,4313217,4575118,4558892,2236049,671047,,,,,,,,,,,,
2025-03-28 00:00:00 UTC+0000,,,,,,,,,,,,,,,315966,,,1073389,2095919,4314931,4586299,4542626,2240516,671047,,,,,,,,,,,,
2025-03-29 00:00:00 UTC+0000,,,,,,,,,,,,,,,315919,,,1073134,2095832,4316347,4580179,4546938,2241738,671047,,,,,,,,,,,,
2025-03-30 00:00:00 UTC+0000,,,,,,,,,,,,,,,315998,,,1073224,2096067,4317064,4579277,4550649,2238206,671047,,,,,,,,,,,,
2025-03-31 00:00:00 UTC+0000,,,,,,,,,,,,,,,316090,,,1073326,2096136,4314837,4575388,4540190,2255001,671047,,,,,,,,,,,,
2025-04-01 00:00:00 UTC+0000,,,,,,,,,,,,,,,316170,,,1073402,2095559,4314972,4579142,4545365,2246798,671047,,,,,,,,,,,,
2025-04-02 00:00:00 UTC+0000,,,,,,,,,,,,,,,316111,,,1073130,2094771,4312250,4589952,4537968,2247733,671047,,,,,,,,,,,,
2025-04-03 00:00:00 UTC+0000,,,,,,,,,,,,,,,316066,,,1073080,2094889,4310695,4584887,4540497,2252269,671047,,,,,,,,,,,,
2025-04-04 00:00:00 UTC+0000,,,,,,,,,,,,,,,316058,,,1073234,2094967,4310415,4584055,4552833,2233775,678657,,,,,,,,,,,,
2025-04-05 00:00:00 UTC+0000,,,,,,,,,,,,,,,316008,,,1073230,2094707,4311251,4585770,4550233,2234666,678657,,,,,,,,,,,,
2025-04-06 00:00:00 UTC+0000,,,,,,,,,,,,,,,315960,,,1073269,2095635,4311269,4583832,4548772,2237546,678657,,,,,,,,,,,,
2025-04-07 00:00:00 UTC+0000,,,,,,,,,,,,,,,315949,,,1072967,2093598,4310112,4587928,4542259,2243949,678657,,,,,,,,,,,,
2025-04-08 00:00:00 UTC+0000,,,,,,,,,,,,,,,316093,,,1072986,2093487,4309264,4586936,4543737,2244732,678657,,,,,,,,,,,,
2025-04-09 00:00:00 UTC+0000,,,,,,,,,,,,,,,316167,,,1072920,2093399,4310093,4580386,4547997,2246710,678657,,,,,,,,,,,,
2025-04-10 00:00:00 UTC+0000,,,,,,,,,,,,,,,316192,,,1073028,2093383,4310411,4588507,4539514,2247079,678657,,,,,,,,,,,,
2025-04-11 00:00:00 UTC+0000,,,,,,,,,,,,,,,316159,,,1073180,2093844,4309629,4591102,4544610,2240051,678657,,,,,,,,,,,,
2025-04-12 00:00:00 UTC+0000,,,,,,,,,,,,,,,316163,,,1073113,2093495,4309456,4587137,4547128,2242538,678657,,,,,,,,,,,,
2025-04-13 00:00:00 UTC+0000,,,,,,,,,,,,,,,316178,,,1073251,2093121,4308504,4590362,4543442,2244699,678657,,,,,,,,,,,,
2025-04-14 00:00:00 UTC+0000,,,,,,,,,,,,,,,316150,,,1073244,2091779,4307043,4587197,4550179,2244429,678657,,,,,,,,,,,,
2025-04-15 00:00:00 UTC+0000,,,,,,,,,,,,,,,316210,,,1073349,2091464,4307515,4583797,4553467,2244705,678657,,,,,,,,,,,,
2025-04-16 00:00:00 UTC+0000,,,,,,,,,,,,,,,316241,,,1073385,2091236,4309223,4586274,4563740,2230821,678657,,,,,,,,,,,,
2025-04-17 00:00:00 UTC+0000,,,,,,,,,,,,,,,316271,,,1073550,2091099,4311096,4591837,4548440,2244108,673657,,,,,,,,,,,,
2025-04-18 00:00:00 UTC+0000,,,,,,,,,,,,,,,316284,,,1073598,2090999,4312283,4592054,4547729,2243908,673657,,,,,,,,,,,,
2025-04-19 00:00:00 UTC+0000,,,,,,,,,,,,,,,316292,,,1073645,2091365,4310343,4593506,4547584,2244551,673657,,,,,,,,,,,,
2025-04-20 00:00:00 UTC+0000,,,,,,,,,,,,,,,316382,,,1073786,2091486,4310643,4595005,4545666,2244707,673657,,,,,,,,,,,,
2025-04-21 00:00:00 UTC+0000,,,,,,,,,,,,,,,316240,,,1073727,2091173,4310530,4599943,4543790,2236698,679639,,,,,,,,,,,,
2025-04-22 00:00:00 UTC+0000,,,,,,,,,,,,,,,316201,,,1073715,2090766,4309190,4607786,4550302,2224579,679639,,,,,,,,,,,,
2025-04-23 00:00:00 UTC+0000,,,,,,,,,,,,,,,316338,,,1073711,2090672,4307993,4609670,4549204,2237344,667639,,,,,,,,,,,,
2025-04-24 00:00:00 UTC+0000,,,,,,,,,,,,,,,316235,,,1073174,2089767,4308513,4615467,4547320,2234876,667639,,,,,,,,,,,,
2025-04-25 00:00:00 UTC+0000,,,,,,,,,,,,,,,316208,,,1073246,2089205,4305735,4619402,4567677,2219524,662463,,,,,,,,,,,,
2025-04-26 00:00:00 UTC+0000,,,,,,,,,,,,,,,316308,,,1073231,2088731,4308279,4617237,4571527,2216097,662463,,,,,,,,,,,,
2025-04-27 00:00:00 UTC+0000,,,,,,,,,,,,,,,316434,,,1073329,2089508,4307650,4615434,4573419,2216011,662463,,,,,,,,,,,,
2025-04-28 00:00:00 UTC+0000,,,,,,,,,,,,,,,316397,,,1073435,2089175,4307654,4622641,4566477,2216466,662463,,,,,,,,,,,,
2025-04-29 00:00:00 UTC+0000,,,,,,,,,,,,,,,316345,,,1073223,2089128,4307053,4627193,4553321,2226462,662463,,,,,,,,,,,,
2025-04-30 00:00:00 UTC+0000,,,,,,,,,,,,,,,316177,,,1073356,2089307,4306962,4630043,4549283,2228011,662463,,,,,,,,,,,,
2025-05-01 00:00:00 UTC+0000,,,,,,,,,,,,,,,316180,,,1073378,2089445,4306926,4633081,4548381,2226165,662463,,,,,,,,,,,,
2025-05-02 00:00:00 UTC+0000,,,,,,,,,,,,,,,316041,,,1073622,2089338,4306605,4636140,4558926,2213371,662463,,,,,,,,,,,,
2025-05-03 00:00:00 UTC+0000,,,,,,,,,,,,,,,316023,,,1073720,2089432,4306570,4636255,4559201,2213344,662463,,,,,,,,,,,,
2025-05-04 00:00:00 UTC+0000,,,,,,,,,,,,,,,316013,,,1073875,2089463,4306595,4635417,4550293,2223333,662463,,,,,,,,,,,,
2025-05-05 00:00:00 UTC+0000,,,,,,,,,,,,,,,316059,,,1073980,2089131,4305752,4645445,4528752,2236407,662463,,,,,,,,,,,,
2025-05-06 00:00:00 UTC+0000,,,,,,,,,,,,,,,316064,,,1074076,2088640,4305504,4647066,4527681,2236954,662463,,,,,,,,,,,,
2025-05-07 00:00:00 UTC+0000,,,,,,,,,,,,,,,316074,,,1074026,2087353,4304459,4656186,4520215,2238104,662463,,,,,,,,,,,,
2025-05-08 00:00:00 UTC+0000,,,,,,,,,,,,,,,315858,,,1073361,2086979,4303953,4662626,4517667,2236489,662463,,,,,,,,,,,,
2025-05-09 00:00:00 UTC+0000,,,,,,,,,,,,,,,315869,,,1072617,2085816,4303609,4663792,4530747,2224926,662463,,,,,,,,,,,,
2025-05-10 00:00:00 UTC+0000,,,,,,,,,,,,,,,315743,,,1072491,2085979,4302105,4662576,4534631,2224335,662463,,,,,,,,,,,,
2025-05-11 00:00:00 UTC+0000,,,,,,,,,,,,,,,315760,,,1072450,2084556,4304143,4660339,4535822,2225230,662463,,,,,,,,,,,,
2025-05-12 00:00:00 UTC+0000,,,,,,,,,,,,,,,315849,,,1072556,2083825,4303410,4664847,4557275,2201012,662463,,,,,,,,,,,,
2025-05-13 00:00:00 UTC+0000,,,,,,,,,,,,,,,315770,,,1072662,2083313,4304207,4673449,4540111,2209667,662463,,,,,,,,,,,,
2025-05-14 00:00:00 UTC+0000,,,,,,,,,,,,,,,315620,,,1072579,2082680,4303331,4677892,4529005,2218493,662463,,,,,,,,,,,,
2025-05-15 00:00:00 UTC+0000,,,,,,,,,,,,,,,315659,,,1072697,2082542,4301600,4682694,4524185,2220702,662463,,,,,,,,,,,,
2025-05-16 00:00:00 UTC+0000,,,,,,,,,,,,,,,315793,,,1072963,2082358,4300999,4685336,4532660,2210402,662463,,,,,,,,,,,,
2025-05-17 00:00:00 UTC+0000,,,,,,,,,,,,,,,315595,,,1073026,2082622,4299743,4684286,4536190,2209486,662463,,,,,,,,,,,,
2025-05-18 00:00:00 UTC+0000,,,,,,,,,,,,,,,315640,,,1073091,2082383,4301606,4679870,4528721,2220117,662463,,,,,,,,,,,,
2025-05-19 00:00:00 UTC+0000,,,,,,,,,,,,,,,316274,,,1074456,2085373,4310012,4692700,4562455,2243714,662463,,,,,,,,,,,,
2025-05-20 00:00:00 UTC+0000,,,,,,,,,,,,,,,316499,,,1074983,2085770,4311642,4699554,4569356,2260868,662463,,,,,,,,,,,,
2025-05-21 00:00:00 UTC+0000,,,,,,,,,,,,,,,316600,,,1075333,2086666,4311649,4705435,4566848,2269875,662463,,,,,,,,,,,,
2025-05-22 00:00:00 UTC+0000,,,,,,,,,,,,,,,316600,,,1075333,2086666,4311649,4705435,4566848,2269875,662463,,,,,,,,,,,,
2025-05-23 00:00:00 UTC+0000,,,,,,,,,,,,,,,316600,,,1075333,2086666,4311649,4705435,4566848,2269875,662463,,,,,,,,,,,,
